user_id,session_id,date,month,channel,campaign_type,device,user_type,region,visited_website,viewed_product,added_to_cart,checkout_started,purchase_completed,discount_applied,order_value,revenue
818315,22,12/19/2025,2025-12,Organic,New Launch,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
427069,23,8/31/2025,2025-08,Paid Ads,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
876997,24,7/13/2025,2025-07,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
299041,25,10/21/2025,2025-10,Organic,Discount,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
891743,26,11/25/2025,2025-11,Paid Ads,Influencer,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
203355,27,12/27/2025,2025-12,Organic,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
335796,28,11/11/2025,2025-11,Organic,Influencer,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
314176,29,11/20/2025,2025-11,Organic,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
284779,30,9/2/2025,2025-09,Organic,New Launch,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
447449,31,10/2/2025,2025-10,Email,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
521909,32,12/11/2025,2025-12,Paid Ads,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
358795,33,12/11/2025,2025-12,Social,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
586232,34,11/8/2025,2025-11,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
600186,35,9/29/2025,2025-09,Organic,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
256730,36,10/31/2025,2025-10,Organic,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
970910,37,8/9/2025,2025-08,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499,0
484681,38,12/13/2025,2025-12,Email,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
249503,39,8/14/2025,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
754811,40,10/13/2025,2025-10,Social,New Launch,Desktop,New,Metro,Yes,Yes,No,No,No,No,499,0
627035,41,10/28/2025,2025-10,Paid Ads,Influencer,Desktop,New,Metro,Yes,Yes,Yes,No,No,No,499,0
748143,42,10/3/2025,2025-10,Organic,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
552366,43,9/4/2025,2025-09,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,Yes,Yes,3126.93,2814.237
165725,44,7/24/2025,2025-07,Social,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
229981,45,7/6/2025,2025-07,Paid Ads,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
184654,46,11/3/2025,2025-11,Organic,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
691723,47,9/19/2025,2025-09,Email,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
419030,48,9/28/2025,2025-09,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499,0
428947,49,11/7/2025,2025-11,Email,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
655839,50,7/26/2025,2025-07,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
373538,51,8/13/2025,2025-08,Paid Ads,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
431236,52,7/1/2025,2025-07,Email,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
628178,53,11/7/2025,2025-11,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
665894,54,7/11/2025,2025-07,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
589492,55,12/5/2025,2025-12,Social,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
356840,56,8/3/2025,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
573254,57,8/30/2025,2025-08,Organic,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499,0
449457,58,9/29/2025,2025-09,Organic,Discount,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499,0
765987,59,10/15/2025,2025-10,Organic,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,No,2559.06,2559.06
370936,60,12/9/2025,2025-12,Organic,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
339931,61,10/11/2025,2025-10,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499,0
339629,62,7/2/2025,2025-07,Social,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
305041,63,9/2/2025,2025-09,Social,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
798361,64,10/2/2025,2025-10,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
831912,65,11/8/2025,2025-11,Social,Discount,Desktop,Returning,Metro,Yes,No,No,No,No,No,499,0
517113,66,11/4/2025,2025-11,Social,New Launch,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
168148,67,12/5/2025,2025-12,Social,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
877089,68,10/9/2025,2025-10,Paid Ads,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
748531,69,12/10/2025,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
351995,70,10/30/2025,2025-10,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
778843,71,11/27/2025,2025-11,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
672843,72,9/20/2025,2025-09,Organic,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,Yes,Yes,Yes,No,1559.84,1559.84
356508,73,8/31/2025,2025-08,Paid Ads,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
903591,74,10/17/2025,2025-10,Organic,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
996942,75,8/23/2025,2025-08,Organic,Discount,Desktop,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,Yes,1823.87,1641.483
206530,76,10/21/2025,2025-10,Paid Ads,New Launch,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
704365,77,8/7/2025,2025-08,Organic,New Launch,Desktop,New,Metro,Yes,Yes,Yes,Yes,No,No,499,0
922352,78,7/30/2025,2025-07,Organic,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
560337,79,11/7/2025,2025-11,Paid Ads,New Launch,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499,0
824839,80,7/20/2025,2025-07,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,No,No,499,0
905889,81,12/19/2025,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
559773,82,9/6/2025,2025-09,Organic,Influencer,Desktop,New,Metro,Yes,Yes,No,No,No,No,499,0
308261,83,10/20/2025,2025-10,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
864469,84,7/9/2025,2025-07,Organic,Influencer,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
441097,85,11/19/2025,2025-11,Social,New Launch,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499,0
415139,86,7/11/2025,2025-07,Social,Discount,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2075.42,1867.878
271829,87,7/10/2025,2025-07,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
371836,88,8/26/2025,2025-08,Paid Ads,New Launch,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
538974,89,7/6/2025,2025-07,Organic,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
302283,90,11/22/2025,2025-11,Paid Ads,New Launch,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
296769,91,7/13/2025,2025-07,Organic,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
661353,92,8/28/2025,2025-08,Organic,Influencer,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499,0
323165,93,8/16/2025,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
723587,94,11/1/2025,2025-11,Organic,Discount,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
635822,95,10/28/2025,2025-10,Email,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
587879,96,7/4/2025,2025-07,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
664685,97,7/26/2025,2025-07,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499,0
882038,98,8/1/2025,2025-08,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
453531,99,11/16/2025,2025-11,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
363160,100,10/26/2025,2025-10,Organic,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499,0
679879,101,8/21/2025,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
320884,102,12/4/2025,2025-12,Organic,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
123247,103,11/7/2025,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
124300,104,8/18/2025,2025-08,Organic,Influencer,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2408.04,2167.236
567281,105,10/21/2025,2025-10,Social,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
707086,106,11/26/2025,2025-11,Organic,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
633556,107,7/17/2025,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
448951,108,10/17/2025,2025-10,Social,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
374329,109,10/4/2025,2025-10,Organic,Discount,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
819064,110,11/8/2025,2025-11,Organic,New Launch,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,Yes,2434.04,2190.636
842139,111,8/11/2025,2025-08,Organic,Discount,Desktop,New,Metro,Yes,Yes,Yes,No,No,No,499,0
532315,112,12/23/2025,2025-12,Social,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
616588,113,10/24/2025,2025-10,Organic,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
336584,114,10/3/2025,2025-10,Email,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
662332,115,12/6/2025,2025-12,Paid Ads,Discount,Desktop,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
937646,116,11/3/2025,2025-11,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
476896,117,11/6/2025,2025-11,Paid Ads,Influencer,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499,0
148984,118,9/30/2025,2025-09,Paid Ads,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
402918,119,9/25/2025,2025-09,Social,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
364712,120,10/24/2025,2025-10,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
220151,121,9/7/2025,2025-09,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
555808,122,7/1/2025,2025-07,Organic,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
233767,123,9/18/2025,2025-09,Organic,Discount,Mobile,New,Metro,Yes,Yes,Yes,No,No,No,499,0
748663,124,8/5/2025,2025-08,Social,Influencer,Desktop,New,Metro,Yes,Yes,No,No,No,No,499,0
803550,125,10/9/2025,2025-10,Social,Discount,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
236330,126,9/18/2025,2025-09,Social,New Launch,Desktop,Returning,Metro,Yes,Yes,Yes,No,No,No,499,0
580754,127,8/30/2025,2025-08,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
401648,128,9/14/2025,2025-09,Social,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
788519,129,7/4/2025,2025-07,Organic,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
113986,130,10/27/2025,2025-10,Social,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
686146,131,8/18/2025,2025-08,Paid Ads,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
229312,132,8/10/2025,2025-08,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
112666,133,10/29/2025,2025-10,Organic,New Launch,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
400804,134,7/21/2025,2025-07,Social,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
234633,135,8/9/2025,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
388998,136,10/1/2025,2025-10,Email,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
950937,137,9/17/2025,2025-09,Social,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
728776,138,9/16/2025,2025-09,Paid Ads,New Launch,Desktop,New,Metro,Yes,Yes,No,No,No,No,499,0
807611,139,10/10/2025,2025-10,Organic,Influencer,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
384806,140,12/15/2025,2025-12,Social,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
894824,141,12/2/2025,2025-12,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
130535,142,12/17/2025,2025-12,Organic,Discount,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
475713,143,10/12/2025,2025-10,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
938688,144,11/3/2025,2025-11,Email,New Launch,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
451279,145,12/11/2025,2025-12,Paid Ads,Discount,Desktop,Returning,Metro,Yes,Yes,Yes,No,No,No,499,0
921654,146,11/16/2025,2025-11,Organic,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
701661,147,9/15/2025,2025-09,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
747972,148,8/4/2025,2025-08,Paid Ads,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
589570,149,9/23/2025,2025-09,Organic,New Launch,Desktop,New,Metro,Yes,Yes,No,No,No,No,499,0
556551,150,8/6/2025,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
373109,151,11/17/2025,2025-11,Organic,New Launch,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
124538,152,12/25/2025,2025-12,Paid Ads,Influencer,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
994498,153,11/30/2025,2025-11,Organic,Discount,Desktop,New,Metro,Yes,Yes,Yes,No,No,No,499,0
301664,154,9/1/2025,2025-09,Organic,Discount,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
591234,155,10/27/2025,2025-10,Social,Discount,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
999684,156,10/16/2025,2025-10,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
239182,157,7/10/2025,2025-07,Organic,Influencer,Desktop,New,Metro,Yes,Yes,No,No,No,No,499,0
572525,158,8/27/2025,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
258338,159,10/11/2025,2025-10,Social,Discount,Mobile,Returning,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
284064,160,7/3/2025,2025-07,Social,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
314020,161,8/24/2025,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
723094,162,11/17/2025,2025-11,Email,Influencer,Mobile,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,Yes,2519.59,2267.631
997421,163,8/14/2025,2025-08,Social,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499,0
715270,164,12/16/2025,2025-12,Social,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
745914,165,10/4/2025,2025-10,Paid Ads,Discount,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499,0
219176,166,12/17/2025,2025-12,Social,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499,0
318126,167,8/2/2025,2025-08,Organic,Discount,Desktop,Returning,Non-Metro,Yes,Yes,Yes,Yes,No,No,499,0
318969,168,9/8/2025,2025-09,Paid Ads,Discount,Desktop,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
222409,169,7/6/2025,2025-07,Paid Ads,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499,0
647707,170,11/7/2025,2025-11,Email,Influencer,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
353618,171,12/1/2025,2025-12,Email,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
869598,172,8/17/2025,2025-08,Organic,Influencer,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
150015,173,8/26/2025,2025-08,Email,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
872838,174,9/7/2025,2025-09,Social,Discount,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,Yes,No,2564.25,2564.25
222096,175,12/21/2025,2025-12,Paid Ads,New Launch,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
731347,176,12/23/2025,2025-12,Organic,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
285340,177,8/10/2025,2025-08,Email,New Launch,Desktop,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,No,2152.36,2152.36
210687,178,10/15/2025,2025-10,Organic,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499,0
974371,179,7/16/2025,2025-07,Social,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499,0
511357,180,12/27/2025,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499,0
835716,181,7/12/2025,2025-07,Email,New Launch,Mobile,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
205878,182,7/15/2025,2025-07,Social,New Launch,Mobile,Returning,Non-Metro,Yes,Yes,Yes,Yes,No,No,499,0
827270,183,10/9/2025,2025-10,Paid Ads,Influencer,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
298286,184,7/21/2025,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
873290,185,11/30/2025,2025-11,Paid Ads,Discount,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
874684,186,12/5/2025,2025-12,Organic,Discount,Desktop,New,Metro,Yes,Yes,No,No,No,No,499,0
264899,187,8/2/2025,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
424767,188,8/2/2025,2025-08,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
961882,189,12/3/2025,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,Yes,No,No,499,0
979858,190,9/28/2025,2025-09,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499,0
479989,191,8/10/2025,2025-08,Paid Ads,Influencer,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
515515,192,11/6/2025,2025-11,Social,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
143585,193,9/1/2025,2025-09,Email,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
471369,194,12/10/2025,2025-12,Paid Ads,New Launch,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
164044,195,12/23/2025,2025-12,Organic,Influencer,Mobile,New,Metro,Yes,Yes,Yes,Yes,Yes,No,2689.76,2689.76
542296,196,8/8/2025,2025-08,Paid Ads,New Launch,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499,0
209556,197,11/25/2025,2025-11,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
626981,198,9/15/2025,2025-09,Paid Ads,Influencer,Desktop,Returning,Metro,Yes,Yes,Yes,Yes,Yes,Yes,499,449.1
981691,199,12/13/2025,2025-12,Social,Discount,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
867595,200,7/23/2025,2025-07,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499,0
300235,201,11/17/2025,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,Yes,Yes,Yes,Yes,Yes,Yes,1152.02,1036.818
125939,202,7/6/2025,2025-07,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
252906,203,10/6/2025,2025-10,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
642335,204,7/7/2025,2025-07,Organic,Discount,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
388249,205,8/20/2025,2025-08,Paid Ads,Influencer,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
175766,206,7/14/2025,2025-07,Paid Ads,Influencer,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
508923,207,7/16/2025,2025-07,Organic,Discount,Desktop,New,Metro,Yes,Yes,No,No,No,No,499,0
515192,208,11/28/2025,2025-11,Email,Influencer,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
668550,209,7/18/2025,2025-07,Organic,Influencer,Mobile,Returning,Non-Metro,Yes,Yes,No,No,No,No,499,0
487261,210,11/12/2025,2025-11,Organic,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
910208,211,9/6/2025,2025-09,Paid Ads,New Launch,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
785440,212,7/25/2025,2025-07,Email,New Launch,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
752664,213,8/2/2025,2025-08,Organic,Discount,Mobile,New,Non-Metro,Yes,No,No,No,No,No,499,0
554589,214,8/20/2025,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,Yes,Yes,Yes,No,No,No,499,0
237848,215,7/23/2025,2025-07,Paid Ads,Influencer,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
717075,216,8/19/2025,2025-08,Paid Ads,Discount,Mobile,New,Metro,Yes,Yes,No,No,No,No,499,0
227948,217,11/26/2025,2025-11,Organic,New Launch,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
679304,218,9/1/2025,2025-09,Paid Ads,Discount,Desktop,New,Non-Metro,Yes,No,No,No,No,No,499,0
502690,219,11/26/2025,2025-11,Paid Ads,Influencer,Desktop,New,Metro,Yes,No,No,No,No,No,499,0
599046,220,10/30/2025,2025-10,Paid Ads,New Launch,Mobile,Returning,Metro,Yes,No,No,No,No,No,499,0
551269,221,10/20/2025,2025-10,Paid Ads,Discount,Desktop,Returning,Non-Metro,Yes,No,No,No,No,No,499,0
121959,222,7/27/2025,2025-07,Email,Discount,Desktop,Returning,Non-Metro,Yes,Yes,Yes,Yes,No,No,499,0
760890,223,12/1/2025,2025-12,Organic,Discount,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
850216,224,7/19/2025,2025-07,Organic,Discount,Mobile,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
890180,225,8/27/2025,2025-08,Organic,Influencer,Mobile,New,Metro,Yes,No,No,No,No,No,499,0
328576,226,7/7/2025,2025-07,Email,Discount,Mobile,Returning,Metro,Yes,Yes,Yes,No,No,No,499,0
637833,227,11/20/2025,2025-11,Organic,Discount,Desktop,New,Non-Metro,Yes,Yes,No,No,No,No,499,0
265838,228,9/4/2025,2025-09,Organic,Discount,Desktop,Returning,Metro,Yes,Yes,No,No,No,No,499,0
435674,229,12/22/2025,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,Yes,Yes,No,No,No,No,499,0
